product_id,product_name,category_id
FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,15
TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,2
OFF-PA-10002377,Xerox 1916,14
OFF-FA-10002780,Staples,16
OFF-PA-10001804,Xerox 195,14
OFF-PA-10001736,Xerox 1880,14
OFF-AR-10001149,Sanford Colorific Colored Pencils  12/Box,3
OFF-FA-10002988,Ideal Clamps,16
OFF-BI-10004781,GBC Wire Binding Strips,17
OFF-SU-10001218,Fiskars Softgrip Scissors,4
OFF-AR-10000940,Newell 343,3
OFF-EN-10004030,Convenience Packs of Business Envelopes,13
OFF-PA-10004327,Xerox 1911,14
OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,1
FUR-FU-10000521,Seth Thomas 14 Putty-Colored Wall Clock,15
TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,2
TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,2
OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,17
OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,1
TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded Headset,2
OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,14
OFF-PA-10002254,Xerox 1883,14
OFF-ST-10001590,Tenex Personal Project File with Scoop Front Design  Black,7
OFF-AR-10001547,Newell 311,3
OFF-LA-10002475,Avery 519,12
TEC-PH-10004536,Avaya 5420 Digital phone,2
OFF-PA-10002751,Xerox 1920,14
TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,11
OFF-EN-10001990,Staple envelope,13
OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,17
OFF-AR-10004441,BIC Brite Liner Highlighters,3
OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,7
FUR-CH-10004287,SAFCO Arco Folding Chair,10
OFF-AR-10002656,Sanford Liquid Accent Highlighters,3
OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,1
TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,2
OFF-PA-10000659,Adams Phone Message Book  Professional  400 Message Capacity  5 3/6” x 11”,14
OFF-PA-10001144,Xerox 1913,14
FUR-CH-10003817,Global Value Steno Chair  Gray,10
OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,1
OFF-LA-10003148,Avery 51,12
OFF-AP-10002684,Acco 7-Outlet Masterpiece Power Center  Wihtout Fax/Phone Line Protection,1
FUR-CH-10004698,Padded Folding Chairs  Black  4/Carton,10
OFF-SU-10002189,Acme Rosewood Handle Letter Opener,4
OFF-AR-10001940,Sanford Colorific Eraseable Coloring Pencils  12 Count,3
OFF-ST-10003455,Tenex File Box  Personal Filing Tote with Lid  Black,7
TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,11
TEC-PH-10003273,AT&T TR1909W,2
TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),2
TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard,11
OFF-BI-10001890,Avery Poly Binder Pockets,17
TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,11
OFF-ST-10001328,Personal Filing Tote with Lid  Black/Gray,7
FUR-BO-10002613,Atlantic Metals Mobile 4-Shelf Bookcases  Custom Colors,9
TEC-PH-10001552,I Needs 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,2
OFF-PA-10000061,Xerox 205,14
OFF-AR-10003514,4009 Highlighters by Sanford,3
OFF-AR-10004685,Binney & Smith Crayola Metallic Colored Pencils  8-Color Set,3
OFF-AR-10004027,Binney & Smith inkTank Erasable Desk Highlighter  Chisel Tip  Yellow  12/Box,3
OFF-ST-10001414,Decoflex Hanging Personal Folder File,7
OFF-BI-10000343,Pressboard Covers with Storage Hooks  9 1/2 x 11  Light Blue,17
OFF-PA-10002749,Wirebound Message Books  5-1/2 x 4 Forms  2 or 4 Forms per Page,14
OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes,14
FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,8
OFF-AP-10003622,Bravo II Megaboss 12-Amp Hard Body Upright  Replacement Belts  2 Belts per Pack,1
OFF-AP-10003217,Eureka Sanitaire  Commercial Upright,1
FUR-FU-10002960,Eldon 200 Class Desk Accessories  Burgundy,15
TEC-PH-10001918,Nortel Business Series Terminal T7208 Digital phone,2
OFF-ST-10000642,Tennsco Lockers  Gray,7
TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,2
OFF-FA-10000134,Advantus Push Pins  Aluminum Head,16
OFF-ST-10001522,Gould Plastics 18-Pocket Panel Bin  34w x 5-1/4d x 20-1/2h,7
TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,11
OFF-LA-10004544,Avery 505,12
FUR-BO-10004695,OSullivan 2-Door Barrister Bookcase in Odessa Pine,9
TEC-MA-10000864,Cisco 9971 IP Video Phone Charcoal,6
TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,11
TEC-PH-10002563,Adtran 1202752G1,2
OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,16
OFF-PA-10004000,While You Were Out Pads  50 per Pad  4 x 5 1/4  Green Cycle,14
FUR-FU-10000087,Executive Impressions 14 Two-Color Numerals Wall Clock,15
TEC-MA-10001148,Swingline SM12-08 MicroCut Jam Free Shredder,6
OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,3
OFF-AR-10001026,Sanford Uni-Blazer View Highlighters  Chisel Tip  Yellow,3
FUR-TA-10003748,Bevis 36 x 72 Conference Tables,8
OFF-ST-10002485,Rogers Deluxe File Chest,7
FUR-CH-10004860,Global Low Back Tilter Chair,10
FUR-CH-10004477,Global Push Button Managers Chair  Indigo,10
OFF-BI-10001679,GBC Instant Index System for Binding Systems,17
FUR-TA-10001705,Bush Advantage Collection Round Conference Table,8
FUR-TA-10003473,Bretford Rectangular Conference Table Tops,8
FUR-FU-10004017,Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet  Computer  39 x 49,15
TEC-AC-10003832,Logitech P710e Mobile Speakerphone,11
OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),14
OFF-PA-10003349,Xerox 1957,14
FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,15
FUR-FU-10004351,Staple-based wall hangings,15
TEC-PH-10000011,PureGear Roll-On Screen Protector,2
FUR-TA-10002607,KI Conference Tables,8
FUR-FU-10002505,Eldon 100 Class Desk Accessories,15
OFF-ST-10002276,Safco Steel Mobile File Cart,7
OFF-PA-10004082,Adams Telephone Message Book w/Frequently-Called Numbers Space  400 Messages per Book,14
OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17 x 22 Room,1
FUR-CH-10002965,Global Leather Highback Executive Chair with Pneumatic Height Adjustment  Black,10
OFF-PA-10004569,Wirebound Message Books  Two 4 1/4 x 5 Forms per Page,14
OFF-ST-10001228,Fellowes Personal Hanging Folder Files  Navy,7
OFF-EN-10003296,Tyvek Side-Opening Peel & Seel Expanding Envelopes,13
OFF-ST-10004804,Belkin 19 Vented Equipment Shelf  Black,7
TEC-PH-10001580,Logitech Mobile Speakerphone P710e - speaker phone,2
TEC-AC-10000290,Sabrent 4-Port USB 2.0 Hub,11
OFF-ST-10002790,Safco Industrial Shelving,7
OFF-BI-10003460,Acco 3-Hole Punch,17
OFF-AP-10002203,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1
TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,6
TEC-MA-10003353,Xerox WorkCentre 6505DN Laser Multifunction Printer,6
TEC-PH-10001433,Cisco Small Business SPA 502G VoIP phone,2
TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,11
OFF-AR-10003602,Quartet Omega Colored Chalk  12/Pack,3
OFF-FA-10003472,Bagged Rubber Bands,16
OFF-ST-10004180,Safco Commercial Shelving,7
OFF-EN-10004386,Recycled Interoffice Envelopes with String and Button Closure  10 x 13,13
OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,7
TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,11
FUR-FU-10003274,Regeneration Desk Collection,15
OFF-BI-10002557,Presstex Flexible Ring Binders,17
OFF-PA-10002615,Ampad Gold Fibre Wirebound Steno Books  6 x 9  Gregg Ruled,14
OFF-AR-10001427,Newell 330,3
OFF-PA-10000673,Post-it “Important Message” Note Pad  Neon Colors  50 Sheets/Pad,14
OFF-PA-10004470,Adams Write n Stick Phone Message Book  11 X 5 1/4  200 Messages,14
OFF-ST-10000876,Eldon Simplefile Box Office,7
OFF-LA-10002043,Avery 489,12
OFF-BI-10004967,Round Ring Binders,17
TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,2
FUR-TA-10002903,Bevis Round Bullnose 29 High Table Top,8
OFF-PA-10000474,Easy-staple paper,14
TEC-AC-10001956,Microsoft Arc Touch Mouse,11
OFF-PA-10004100,Xerox 216,14
OFF-BI-10000778,GBC VeloBinder Electric Binding Machine,17
OFF-SU-10000646,Premier Automatic Letter Opener,4
OFF-FA-10002983,Advantus SlideClip Paper Clips,16
OFF-LA-10004689,Avery 512,12
TEC-AC-10002001,Logitech Wireless Gaming Headset G930,11
FUR-BO-10004709,Bush Westfield Collection Bookcases  Medium Cherry Finish,9
FUR-FU-10004091,Howard Miller 13 Diameter Goldtone Round Wall Clock,15
FUR-CH-10001891,Global Deluxe Office Fabric Chairs,10
FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,15
OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,17
OFF-FA-10004854,Vinyl Coated Wire Paper Clips in Organizer Box  800/Box,16
OFF-PA-10002105,Xerox 223,14
OFF-ST-10002756,Tennsco Stur-D-Stor Boltless Shelving  5 Shelves  24 Deep  Sand,7
OFF-PA-10004243,Xerox 1939,14
FUR-FU-10001861,Floodlight Indoor Halogen Bulbs  1 Bulb per Pack  60 Watts,15
OFF-BI-10002706,Avery Premier Heavy-Duty Binder with Round Locking Rings,17
FUR-TA-10002533,BPI Conference Tables,8
FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,15
OFF-AR-10003651,Newell 350,3
OFF-BI-10001072,GBC Clear Cover  8-1/2 x 11  unpunched  25 covers per pack,17
OFF-AR-10002135,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,3
OFF-AR-10002804,Faber Castell Col-Erase Pencils,3
FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15
FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,10
FUR-FU-10001756,Eldon Expressions Desk Accessory  Wood Photo Frame  Mahogany,15
OFF-LA-10000634,Avery 509,12
FUR-FU-10001588,Deflect-o SuperTray Unbreakable Stackable Tray  Letter  Black,15
TEC-PH-10002398,AT&T 1070 Corded Phone,2
OFF-PA-10001937,Xerox 21,14
OFF-AR-10003373,Boston School Pro Electric Pencil Sharpener  1670,3
FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,10
TEC-MA-10002927,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,6
TEC-AC-10000892,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,11
OFF-FA-10000624,OIC Binder Clips,16
TEC-AC-10001908,Logitech Wireless Headset h800,11
FUR-FU-10001967,Telescoping Adjustable Floor Lamp,15
TEC-PH-10003645,Aastra 57i VoIP phone,2
OFF-ST-10000675,File Shuttle II and Handi-File  Black,7
FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,10
OFF-LA-10001074,Round Specialty Laser Printer Labels,12
OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,17
TEC-PH-10004614,AT&T 841000 Phone,2
OFF-BI-10001153,Ibico Recycled Grain-Textured Covers,17
OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels,17
OFF-BI-10001922,Storex Dura Pro Binders,17
TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier,5
OFF-BI-10004140,Avery Non-Stick Binders,17
OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,17
FUR-TA-10004575,Hon 5100 Series Wood Tables,8
OFF-FA-10000490,OIC Binder Clips  Mini  1/4 Capacity  Black,16
OFF-AR-10000122,Newell 314,3
TEC-PH-10000702,Square Credit Card Reader  4 1/2 x 4 1/2 x 1  White,2
OFF-AR-10001374,BIC Brite Liner Highlighters  Chisel Tip,3
OFF-PA-10001970,Xerox 1881,14
OFF-BI-10002160,Acco Hanging Data Binders,17
OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,17
FUR-BO-10002268,Sauder Barrister Bookcases,9
OFF-EN-10001137,#10 Gummed Flap White Envelopes  100/Box,13
OFF-AR-10002399,Dixon Prang Watercolor Pencils  10-Color Set with Brush,3
OFF-PA-10002713,Adams Phone Message Book  200 Message Capacity  8 1/16” x 11”,14
OFF-AP-10001124,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,1
OFF-LA-10001158,Avery Address/Shipping Labels for Typewriters  4 x 2,12
FUR-CH-10000785,Global Ergonomic Managers Chair,10
OFF-AR-10003732,Newell 333,3
FUR-FU-10000023,Eldon Wave Desk Accessories,15
OFF-BI-10002412,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,17
OFF-SU-10001225,Staple remover,4
OFF-ST-10002406,Pizazz Global Quick File,7
OFF-PA-10002036,Xerox 1930,14
OFF-ST-10002205,File Shuttle I and Handi-File,7
TEC-AC-10003911,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,11
OFF-AR-10000658,Newell 324,3
TEC-AC-10002076,Microsoft Natural Keyboard Elite,11
OFF-PA-10003039,Xerox 1960,14
FUR-TA-10004915,Office Impressions End Table  20-1/2H x 24W x 20D,8
OFF-AP-10000696,Holmes Odor Grabber,1
OFF-ST-10003327,Akro-Mils 12-Gallon Tote,7
OFF-BI-10000309,GBC Twin Loop Wire Binding Elements  9/16 Spine  Black,17
OFF-PA-10004734,Southworth Structures Collection,14
OFF-BI-10002225,Square Ring Data Binders  Rigid 75 Pt. Covers  11 x 14-7/8,17
TEC-AC-10004708,Sony 32GB Class 10 Micro SDHC R40 Memory Card,11
FUR-TA-10000617,Hon Practical Foundations 30 x 60 Training Table  Light Gray/Charcoal,8
TEC-AC-10002335,Logitech Media Keyboard K200,11
TEC-MA-10001681,Lexmark MarkNet N8150 Wireless Print Server,6
FUR-FU-10001935,3M Hangers With Command Adhesive,15
OFF-AR-10004757,Crayola Colored Pencils,3
OFF-BI-10000050,Angle-D Binders with Locking Rings  Label Holders,17
TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,2
TEC-CO-10002313,Canon PC1080F Personal Copier,5
OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,17
OFF-BI-10004492,Tuf-Vin Binders,17
OFF-ST-10000798,2300 Heavy-Duty Transfer File Systems by Perma,7
OFF-PA-10002552,Xerox 1958,14
OFF-SU-10002573,Acme 10 Easy Grip Assistive Scissors,4
OFF-ST-10001580,Super Decoflex Portable Personal File,7
OFF-ST-10000934,Contico 72H Heavy-Duty Storage System,7
TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,11
OFF-PA-10001947,Xerox 1974,14
OFF-AR-10003478,Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters  4/Pack,3
OFF-AP-10004249,Staple holder,1
TEC-CO-10004115,Sharp AL-1530CS Digital Copier,5
OFF-PA-10003724,Wirebound Message Book  4 per Page,14
FUR-TA-10002041,Bevis Round Conference Table Top  X-Base,8
OFF-PA-10002893,Wirebound Service Call Books  5 1/2 x 4,14
OFF-LA-10003766,Self-Adhesive Removable Labels,12
FUR-BO-10001972,OSullivan 4-Shelf Bookcase in Odessa Pine,9
FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,10
OFF-PA-10000157,Xerox 191,14
OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,3
FUR-CH-10004886,Bevis Steel Folding Chairs,10
OFF-PA-10003845,Xerox 1987,14
OFF-AR-10001573,American Pencil,3
OFF-EN-10000483,White Envelopes  White Envelopes with Clear Poly Window,13
TEC-AC-10004114,KeyTronic 6101 Series - Keyboard - Black,11
FUR-FU-10004712,Westinghouse Mesh Shade Clip-On Gooseneck Lamp  Black,15
OFF-ST-10000918,Crate-A-Files,7
FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,10
FUR-FU-10003347,Coloredge Poster Frame,15
OFF-BI-10001543,GBC VeloBinder Manual Binding System,17
TEC-MA-10000029,Epson WorkForce WF-2530 All-in-One Printer  Copier Scanner,6
OFF-AR-10000369,Design Ebony Sketching Pencil,3
OFF-BI-10004584,GBC ProClick 150 Presentation Binding System,17
OFF-ST-10000617,Woodgrain Magazine Files by Perma,7
OFF-ST-10003306,Letter Size Cart,7
OFF-BI-10000773,Insertable Tab Post Binder Dividers,17
TEC-AC-10002600,Belkin QODE FastFit Bluetooth Keyboard,11
TEC-MA-10002937,Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer  Copier  Scanner,6
OFF-PA-10002230,Xerox 1897,14
FUR-CH-10003396,Global Deluxe Steno Chair,10
FUR-FU-10000246,Aluminum Document Frame,15
OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,7
OFF-ST-10003058,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,7
OFF-PA-10002222,Xerox Color Copier Paper  11 x 17  Ream,14
FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,10
OFF-LA-10001317,Avery 520,12
FUR-FU-10000206,GE General Purpose  Extra Long Life  Showcase & Floodlight Incandescent Bulbs,15
OFF-AR-10000588,Newell 345,3
OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,7
OFF-AR-10001953,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,3
OFF-AR-10003156,50 Colored Long Pencils,3
OFF-AR-10004974,Newell 342,3
TEC-PH-10002365,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,2
OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,7
TEC-AC-10001772,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,11
FUR-CH-10000225,Global Geo Office Task Chair  Gray,10
FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,10
OFF-EN-10001415,Staple envelope,13
OFF-AP-10002472,3M Office Air Cleaner,1
TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,11
